bait_uniprot	bait_symbol	bait_usage
P23975	SLC6A2	1
P24001	IL32	4
P24071	FCAR	1
P24158	PRTN3	1
P24278	ZBTB25	6
P24385	CCND1	18
P24386	CHM	2
P24387	CRHBP	1
P24390	KDELR1	3
P24394	IL4R	3
P24468	NR2F2	2
P24522	GADD45A	5
P24530	EDNRB	2
P24534	EEF1B2	3
P24539	ATP5PB	2
P24557	TBXAS1	1
P24588	AKAP5	3
P24592	IGFBP6	3
P24593	IGFBP5	3
P24666	ACP1	3
P24723	PRKCH	2
P24821	TNC	1
P24844	MYL9	1
P24863	CCNC	7
P24864	CCNE1	14
P24928	POLR2A	15
P24941	CDK2	29
P25024	CXCR1	1
P25025	CXCR2	7
P25054	APC	17
P25063	CD24	1
P25090	FPR2	2
P25092	GUCY2C	1
P25098	GRK2	7
P25100	ADRA1D	7
P25101	EDNRA	2
P25103	TACR1	2
P25105	PTAFR	2
P25106	ACKR3	5
P25116	F2R	3
P25189	MPZ	1
P25205	MCM3	6
P25208	NFYB	5
P25311	AZGP1	2
P25325	MPST	1
P25440	BRD2	2
P25445	FAS	21
P25490	YY1	12
P25685	DNAJB1	2
P25686	DNAJB2	2
P25705	ATP5F1A	3
P25713	MT3	1
P25786	PSMA1	12
P25787	PSMA2	5
P25788	PSMA3	8
P25789	PSMA4	5
P25791	LMO2	7
P25800	LMO1	5
P25815	S100P	6
P25874	UCP1	1
P25929	NPY1R	1
P25942	CD40	6
P25963	NFKBIA	18
P26006	ITGA3	3
P26010	ITGB7	4
P26012	ITGB8	2
P26022	PTX3	5
P26038	MSN	4
P26045	PTPN3	3
P26196	DDX6	14
P26232	CTNNA2	2
P26358	DNMT1	13
P26367	PAX6	3
P26368	U2AF2	11
P26371	KRTAP5-9	3
P26373	RPL13	3
P26378	ELAVL4	1
P26439	HSD3B2	1
P26440	IVD	1
P26441	CNTF	4
P26447	S100A4	9
P26572	MGAT1	1
P26583	HMGB2	5
P26599	PTBP1	6
P26639	TARS1	2
P26640	VARS1	2
P26641	EEF1G	6
P26651	ZFP36	2
P26678	PLN	5
P26715	KLRC1	1
P26717	KLRC2	1
P26718	KLRC4-KLRK1	4
P26842	CD27	6
P26885	FKBP2	4
P26927	MST1	3
P26951	IL3RA	1
P26992	CNTFR	4
P26998	CRYBB3	4
P27037	ACVR2A	2
P27105	STOM	5
P27144	AK4	1
P27169	PON1	1
P27338	MAOB	1
P27348	YWHAQ	16
P27352	CBLIF	2
P27361	MAPK3	13
P27448	MARK3	7
P27449	ATP6V0C	5
P27482	CALML3	1
P27540	ARNT	7
P27635	RPL10	3
P27658	COL8A1	5
P27694	RPA1	10
P27695	APEX1	3
P27701	CD82	3
P27707	DCK	1
P27797	CALR	7
P27816	MAP4	1
P27824	CANX	6
P27918	CFP	4
P27930	IL1R2	2
P27986	PIK3R1	43
P27987	ITPKB	4
P28039	AOAH	1
P28062	PSMB8	2
P28065	PSMB9	6
P28066	PSMA5	1
P28067	HLA-DMA	3
P28068	HLA-DMB	1
P28069	POU1F1	2
P28070	PSMB4	4
P28072	PSMB6	1
P28074	PSMB5	4
P28161	GSTM2	1
P28222	HTR1B	4
P28223	HTR2A	5
P28288	ABCD3	2
P28289	TMOD1	1
P28290	ITPRID2	2
P28300	LOX	8
P28324	ELK4	3
P28328	PEX2	2
P28329	CHAT	1
P28330	ACADL	2
P28331	NDUFS1	1
P28335	HTR2C	6
P28340	POLD1	7
P28347	TEAD1	6
P28356	HOXD9	1
P28358	HOXD10	2
P28370	SMARCA1	2
P28472	GABRB3	1
P28482	MAPK1	16
P28562	DUSP1	3
P28566	HTR1E	3
P28676	GCA	3
P28702	RXRB	7
P28715	ERCC5	1
P28749	RBL1	4
P28799	GRN	13
P28827	PTPRM	2
P28838	LAP3	2
P28845	HSD11B1	2
P28906	CD34	1
P28908	TNFRSF8	1
P29016	CD1B	1
P29033	GJB2	2
P29034	S100A2	3
P29074	PTPN4	4
P29083	GTF2E1	2
P29084	GTF2E2	2
P29218	IMPA1	4
P29274	ADORA2A	7
P29279	CCN2	3
P29317	EPHA2	6
P29320	EPHA3	3
P29322	EPHA8	5
P29323	EPHB2	4
P29350	PTPN6	19
P29353	SHC1	21
P29371	TACR3	1
P29372	MPG	6
P29373	CRABP2	2
P29375	KDM5A	2
P29376	LTK	4
P29400	COL4A5	1
P29401	TKT	1
P29459	IL12A	3
P29460	IL12B	3
P29466	CASP1	13
P29474	NOS3	10
P29475	NOS1	1
P29508	SERPINB3	1
P29558	RBMS1	1
P29590	PML	20
P295903	NA	1
P29597	TYK2	9
P29622	SERPINA4	1
P29692	EEF1D	7
P29728	OAS2	1
P29762	CRABP1	2
P29803	PDHA2	1
P29972	AQP1	8
P30038	ALDH4A1	1
P30039	PBLD	3
P30040	ERP29	2
P30041	PRDX6	3
P30042	NA	1
P30043	BLVRB	1
P30044	PRDX5	3
P30047	GCHFR	1
P30048	PRDX3	4
P30049	ATP5F1D	2
P30050	RPL12	1
P30084	ECHS1	4
P30085	CMPK1	2
P30086	PEBP1	7
P30101	PDIA3	4
P30153	PPP2R1A	25
P30154	PPP2R1B	3
P30203	CD6	2
P30260	CDC27	18
P30279	CCND2	4
P30281	CCND3	12
P30291	WEE1	4
P30301	MIP	1
P30304	CDC25A	9
P30305	CDC25B	9
P30307	CDC25C	5
P30405	PPIF	6
P30408	TM4SF1	2
P30411	BDKRB2	3
P30419	NMT1	3
P30447	NA	1
P30511	HLA-F	5
P30518	AVPR2	1
P30519	HMOX2	5
P30520	ADSS2	2
P30530	AXL	6
P30531	SLC6A1	1
P30532	CHRNA5	1
P30533	LRPAP1	4
P30536	TSPO	3
P30542	ADORA1	3
P30550	GRPR	1
P30556	AGTR1	5
P30559	OXTR	1
P30566	ADSL	1
P30622	CLIP1	6
P30626	SRI	4
P30679	GNA15	2
P30711	GSTT1	1
P30793	GCH1	2
P30825	SLC7A1	3
P30837	ALDH1B1	1
P30838	ALDH3A1	1
P30872	SSTR1	2
P30874	SSTR2	2
P30876	POLR2B	3
P30926	CHRNB4	1
P30968	GNRHR	2
P30988	CALCR	3
P30989	NTSR1	1
P31025	LCN1	2
P31040	SDHA	2
P31146	CORO1A	4
P31150	GDI1	4
P31151	S100A7	2
P31152	MAPK4	3
P31153	MAT2A	3
P31213	SRD5A2	1
P31260	HOXA10	2
P31269	HOXA9	3
P31273	HOXC8	3
P31274	HOXC9	3
P31276	HOXC13	2
P31314	TLX1	3
P31323	PRKAR2B	4
P31350	RRM2	2
P31371	FGF9	2
P31391	SSTR4	1
P31431	SDC4	6
P31483	TIA1	1
P31512	FMO4	1
P31513	FMO3	2
P31639	SLC5A2	1
P31645	SLC6A4	2
P31689	DNAJA1	1
P31749	AKT1	39
P31751	AKT2	11
P31785	IL2RG	6
P31930	UQCRC1	2
P31939	ATIC	1
P31941	APOBEC3A	1
P31942	HNRNPH3	3
P31943	HNRNPH1	4
P31944	CASP14	2
P31946	YWHAB	28
P31947	SFN	19
P31948	STIP1	6
P31949	S100A11	1
P31994	FCGR2B	5
P31995	FCGR2C	2
P32004	L1CAM	1
P32119	PRDX2	2
P32121	ARRB2	11
P32189	GK	1
P32238	CCKAR	1
P32239	CCKBR	5
P32241	VIPR1	3
P32242	OTX1	7
P32243	OTX2	1
P32245	MC4R	2
P32246	CCR1	5
P32248	CCR7	1
P32249	GPR183	2
P32297	CHRNA3	1
P32298	GRK4	3
P32302	CXCR5	2
P32314	FOXN2	2
P32320	CDA	4
P32321	DCTD	3
P32322	PYCR1	1
P32455	GBP1	3
P32456	GBP2	2
P32519	ELF1	3
P32745	SSTR3	3
P32754	HPD	1
P32780	GTF2H1	7
P32856	STX2	1
P32881	IFNA8	2
P32927	CSF2RB	4
P32929	CTH	3
P32942	ICAM3	2
P32969	RPL9	4
P32970	CD70	2
P32971	TNFSF8	1
P33032	MC5R	1
P33076	CIITA	4
P33151	CDH5	5
P33176	KIF5B	4
P33240	CSTF2	8
P33241	LSP1	2
P33260	CYP2C18	1
P33402	GUCY1A2	1
P33552	CKS2	3
P33681	CD80	3
P33763	S100A5	1
P33764	S100A3	1
P33765	NA	1
P33778	H2BC3	1
P33897	ABCD1	3
P33981	TTK	6
P33991	MCM4	6
P33992	MCM5	5
P33993	MCM7	13
P34130	NTF4	4
P34741	SDC2	4
P34810	CD68	2
P34820	BMP8B	2
P34896	SHMT1	5
P34897	SHMT2	6
P34903	GABRA3	2
P34913	EPHX2	1
P34925	RYK	2
P34931	HSPA1L	1
P34932	HSPA4	3
P34947	GRK5	1
P34949	MPI	1
P34969	HTR7	1
P34972	CNR2	2
P34981	TRHR	1
P34982	OR1D2	1
P34998	CRHR1	1
P35052	GPC1	4
P35070	BTC	5
P35080	PFN2	3
P35125	USP6	2
P35218	CA5A	1
P35219	CA8	6
P35221	CTNNA1	7
P35222	CTNNB1	68
P35225	IL13	2
P35226	BMI1	16
P35227	PCGF2	10
P35228	NOS2	2
P35232	PHB1	7
P35236	PTPN7	6
P35237	SERPINB6	1
P35240	NF2	16
P35241	RDX	3
P35243	RCVRN	1
P35244	RPA3	5
P35247	SFTPD	2
P35249	RFC4	6
P35250	RFC2	1
P35251	RFC1	4
P35268	RPL22	3
P35269	GTF2F1	10
P35326	SPRR2A	1
P35346	SSTR5	2
P35348	ADRA1A	4
P35354	PTGS2	2
P35367	HRH1	1
P35368	ADRA1B	3
P35372	OPRM1	8
P353720	NA	2
P35398	RORA	2
P35408	PTGER4	1
P35414	APLNR	5
P35442	THBS2	1
P35452	HOXD12	2
P35462	DRD3	1
P35503	UGT1A3	1
P35520	LOC102724560	6
P35523	CLCN1	2
P35527	KRT9	1
P35542	SAA4	1
P35548	MSX2	1
P35555	FBN1	6
P35556	FBN2	2
P35557	GCK	2
P35568	IRS1	9
P35579	MYH9	6
P35590	TIE1	7
P35606	COPB2	1
P35609	ACTN2	9
P35610	SOAT1	3
P35611	ADD1	3
P35612	ADD2	1
P35613	BSG	8
P35625	TIMP3	1
P35637	FUS	15
P35638	DDIT3	5
P35659	DEK	2
P35670	ATP7B	1
P35680	HNF1B	3
P35711	SOX5	5
P35712	SOX6	2
P35749	MYH11	2
P35754	GLRX	2
P35813	PPM1A	10
P35869	AHR	4
P35900	KRT20	4
P35908	KRT2	4
P35914	HMGCL	1
P35916	FLT4	8
P35968	KDR	25
P35998	PSMC2	7
P36222	CHI3L1	4
P36269	GGT5	1
P36383	GJC1	2
P36402	TCF7	3
P36404	ARL2	5
P36405	ARL3	4
P36406	TRIM23	5
P36507	MAP2K2	10
P36508	ZNF76	2
P36542	ATP5F1C	3
P36543	ATP6V1E1	1
P36544	CHRNA7	3
P36575	ARR3	5
P36578	RPL4	3
P36639	NUDT1	4
P36776	LONP1	1
P36873	PPP1CC	22
P36888	FLT3	6
P36894	BMPR1A	8
P36896	ACVR1B	2
P36897	TGFBR1	6
P36915	GNL1	2
P36941	LTBR	4
P36952	SERPINB5	2
P36955	SERPINF1	4
P36956	SREBF1	3
P36957	DLST	3
P36959	GMPR	1
P36980	CFHR2	2
P37023	ACVRL1	4
P37058	HSD17B3	1
P37059	HSD17B2	1
P37088	SCNN1A	3
P37108	SRP14	1
P37173	TGFBR2	10
P37198	NUP62	5
P37231	PPARG	16
P37235	HPCAL1	2
P37268	FDFT1	4
P37287	PIGA	4
P37288	AVPR1A	2
P37802	TAGLN2	2
P37837	TALDO1	2
P37840	SNCA	23
P38117	ETFB	1
P38159	RBMX	7
P38398	BRCA1	46
P38405	GNAL	1
P38432	COIL	7
P38484	IFNGR2	1
P38606	ATP6V1A	1
P38646	HSPA9	5
P38919	EIF4A3	15
P38935	IGHMBP2	1
P38936	CDKN1A	26
P39019	RPS19	4
P39060	COL18A1	4
P39656	DDOST	1
P39687	ANP32A	4
P39748	FEN1	9
P39880	CUX1	2
P39905	GDNF	5
P40121	CAPG	2
P40123	CAP2	3
P40126	DCT	1
P40189	IL6ST	5
P40199	CEACAM6	2
P40222	TXLNA	5
P40227	CCT6A	3
P40238	MPL	2
P40259	CD79B	4
P40305	IFI27	2
P40306	PSMB10	4
P40313	CTRL	3
P40337	VHL	25
P40424	PBX1	3
P40425	PBX2	2
P40426	PBX3	2
P40617	ARL4A	2
P40692	MLH1	19
P40763	STAT3	35
P40818	USP8	5
P40855	PEX19	10
P40879	SLC26A3	1
P40925	MDH1	1
P40926	MDH2	2
P40937	RFC5	5
P40938	RFC3	2
P40967	PMEL	1
P41002	CCNF	3
P41091	EIF2S3	2
P41134	ID1	8
P41143	OPRD1	3
P41145	OPRK1	3
P41146	OPRL1	3
P41159	LEP	1
P41161	ETV5	4
P41162	ETV3	1
P41180	CASR	1
P41181	AQP2	2
P41182	BCL6	8
P41208	CETN2	5
P41212	ETV6	4
P41217	CD200	1
P41218	MNDA	2
P41219	PRPH	2
P41220	RGS2	9
P41221	WNT5A	3
P41222	PTGDS	3
P41223	BUD31	3
P41225	SOX3	1
P41226	UBA7	2
P41227	NAA10	9
P41229	KDM5C	3
P41231	P2RY2	1
P41235	HNF4A	11
P41236	PPP1R2	3
P41238	APOBEC1	1
P41240	CSK	11
P41247	PNPLA4	1
P41250	GARS1	2
P41252	IARS1	3
P41271	MICOS10-NBL1	2
P41279	MAP3K8	6
P41567	EIF1	1
P41586	ADCYAP1R1	1
P41587	VIPR2	2
P41594	GRM5	1
P41595	HTR2B	4
P41597	CCR2	2
P41732	TSPAN7	3
P41743	PRKCI	14
P41968	MC3R	1
P41970	ELK3	5
P42025	ACTR1B	2
P42166	TMPO	3
P42167	TMPO	3
P42224	STAT1	22
P42226	STAT6	3
P42229	STAT5A	11
P42261	GRIA1	1
P42262	GRIA2	3
P42263	GRIA3	1
P42285	MTREX	1
P42330	AKR1C3	2
P42331	ARHGAP25	3
P42336	PIK3CA	10
P42338	PIK3CB	5
P42345	MTOR	23
P42356	PI4KA	1
P42357	HAL	1
P42566	EPS15	9
P42568	MLLT3	6
P42574	CASP3	5
P42575	CASP2	8
P42677	RPS27	6
P42679	MATK	5
P42680	TEC	6
P42681	TXK	2
P42684	ABL2	12
P42685	FRK	7
P42695	NCAPD3	3
P42696	RBM34	2
P42701	IL12RB1	2
P42702	LIFR	1
P42704	LRPPRC	4
P42765	ACAA2	1
P42766	RPL35	1
P42768	WAS	25
P42771	CDKN2A	8
P42772	CDKN2B	3
P42773	CDKN2C	8
P42830	CXCL5	2
P42857	NSG1	2
P42858	HTT	17
P42892	ECE1	2
P43004	SLC1A2	1
P43005	SLC1A1	3
P43026	GDF5	3
P43034	PAFAH1B1	4
P43080	GUCA1A	1
P43088	PTGFR	1
P43115	PTGER3	2
P431152	NA	1
P43116	PTGER2	1
P43119	PTGIR	1
P43121	MCAM	2
P43146	DCC	7
P43155	CRAT	1
P43220	GLP1R	2
P43234	CTSO	1
P43235	CTSK	1
P43243	MATR3	5
P43246	MSH2	7
P43250	GRK6	4
P43251	BTD	1
P43268	ETV4	5
P43307	SSR1	3
P43308	SSR2	1
P43320	CRYBB2	5
P43351	RAD52	3
P43353	ALDH3B1	3
P43354	NR4A2	1
P43355	MAGEA1	4
P43356	MAGEA2B	2
P43357	MAGEA3	3
P43358	MAGEA4	3
P43360	MAGEA6	2
P43361	MAGEA8	1
P43362	MAGEA9B	1
P43363	MAGEA10	2
P43364	MAGEA11	1
P43378	PTPN9	5
P43403	ZAP70	3
P43405	SYK	17
P43490	NAMPT	2
P43628	KIR2DL3	2
P43629	KIR3DL1	1
P43630	KIR3DL2	2
P43631	KIR2DS2	1
P43632	KIR2DS4	2
P43652	AFM	2
P43657	LPAR6	1
P43681	CHRNA4	2
P43686	PSMC4	7
P43694	GATA4	3
P43699	NKX2-1	3
P43897	TSFM	3
P45378	TNNT3	1
P453791	NA	1
P45381	ASPA	5
P45844	ABCG1	2
P45877	PPIC	3
P45880	VDAC2	1
P45954	ACADSB	1
P45973	CBX5	20
P45974	USP5	3
P45983	MAPK8	12
P45984	MAPK9	11
P45985	MAP2K4	6
P46013	MKI67	3
P46020	PHKA1	1
P46059	SLC15A1	1
P46060	RANGAP1	3
P46063	RECQL	2
P46087	NOP2	1
P46089	GPR3	2
P46092	CCR10	2
P46094	XCR1	1
P46095	GPR6	1
P46098	HTR3A	2
P46100	ATRX	8
P46108	CRK	24
P46109	CRKL	12
P46379	BAG6	13
P46439	GSTM5	3
P46459	NSF	4
P46527	CDKN1B	21
P46531	NOTCH1	16
P46663	BDKRB1	2
P46695	IER3	5
P46734	MAP2K3	6
P46736	BRCC3	3
P46777	RPL5	1
P46778	RPL21	1
P46779	RPL28	5
P46781	RPS9	1
P46783	RPS10	2
P46821	MAP1B	3
P46926	GNPDA1	2
P46934	NEDD4	11
P46937	YAP1	28
P46939	UTRN	3
P46940	IQGAP1	12
P46952	HAAO	3
P46976	GYG1	2
P46977	STT3A	1
P47211	GALR1	2
P47224	RABIF	3
P47710	CSN1S1	2
P47712	PLA2G4A	1
P47736	RAP1GAP	1
P47755	CAPZA2	2
P47756	CAPZB	1
P47804	RGR	1
P47813	EIF1AX	2
P47870	GABRB2	1
P47871	GCGR	1
P47881	OR3A1	1
P47897	QARS1	3
P47900	P2RY1	2
P47902	CDX1	3
P47914	RPL29	1
P47928	ID4	1
P47929	LGALS7B	3
P47972	NPTX2	1
P47985	UQCRFS1	1
P47989	XDH	1
P47992	XCL1	2
P48023	FASLG	12
P48039	MTNR1A	6
P48047	ATP5PO	5
P48050	KCNJ4	1
P48051	KCNJ6	1
P48052	CPA2	1
P48058	GRIA4	1
P48059	LIMS1	8
P48060	GLIPR1	1
P48061	CXCL12	1
P48065	SLC6A12	3
P48146	NPBWR2	2
P48147	PREP	1
P48163	ME1	2
P48201	ATP5MC3	1
P48230	TM4SF4	3
P48304	REG1B	3
P48357	LEPR	6
P48378	RFX2	1
P48380	RFX3	5
P48382	RFX5	4
P48426	PIP4K2A	2
P48431	SOX2	9
P48436	SOX9	1
P48443	RXRG	9
P48444	ARCN1	1
P48448	ALDH3B2	1
P48449	LSS	1
P48454	PPP3CC	3
P48506	GCLC	1
P48509	CD151	7
P48539	PCP4	2
P48544	KCNJ5	2
P48551	IFNAR2	5
P48552	NRIP1	6
P48553	TRAPPC10	1
P48556	PSMD8	1
P48594	SERPINB4	1
P48634	PRRC2A	1
P48637	GSS	3
P48643	CCT5	3
P48645	NMU	2
P48651	PTDSS1	1
P48668	KRT6C	2
P48681	NES	1
P48723	HSPA13	5
P48728	AMT	1
P48729	CSNK1A1	9
P48730	CSNK1D	9
P48736	PIK3CG	3
P48740	MASP1	7
P48742	LHX1	1
P48745	CCN3	2
P48751	SLC4A3	1
P48764	SLC9A3	1
P48775	TDO2	4
P48788	TNNI2	1
P48960	ADGRE5	3
P48995	TRPC1	5
P49005	POLD2	4
P49006	MARCKSL1	2
P49023	PXN	10
P49069	CAMLG	5
P49116	NR2C2	6
P49146	NPY2R	2
P49184	DNASE1L1	1
P49190	PTH2R	2
P49221	TGM4	1
P49247	RPIA	2
P49257	LMAN1	2
P49281	SLC11A2	2
P49286	MTNR1B	4
P49321	NASP	5
P49326	FMO5	1
P49327	FASN	2
P49336	CDK8	12
P49354	FNTA	2
P49356	FNTB	3
P49366	DHPS	2
P49368	CCT3	6
P49406	MRPL19	1
P49407	ARRB1	17
P49411	TUFM	3
P49418	AMPH	3
P49419	ALDH7A1	1
P49427	CDC34	7
P49441	INPP1	3
P49447	CYB561	3
P49448	GLUD2	2
P49450	CENPA	8
P49454	CENPF	2
P49458	SRP9	3
P49459	UBE2A	6
P49585	PCYT1A	1
P49590	HARS2	3
P49591	SARS1	2
P49593	PPM1F	2
P49638	TTPA	2
P49639	HOXA1	9
P49641	MAN2A2	1
P49642	PRIM1	2
P49643	PRIM2	3
P49662	CASP4	2
P49674	CSNK1E	15
P49675	STAR	5
P49682	CXCR3	3
P49683	PRLHR	1
P49703	ARL4D	3
P49711	CTCF	6
P49715	CEBPA	4
P49716	CEBPD	3
P49720	PSMB3	5
P49721	PSMB2	5
P49736	MCM2	11
P49746	THBS3	1
P49747	COMP	4
P49748	ACADVL	1
P49750	YLPM1	1
P49753	ACOT2	2
P49754	VPS41	5
P49755	TMED10	6
P49756	RBM25	2
P49757	NUMB	6
P49758	RGS6	2
P497580	NA	1
P49759	CLK1	5
P49760	CLK2	8
P49761	CLK3	8
P49765	VEGFB	2
P49767	VEGFC	2
P49768	PSEN1	21
P49770	EIF2B2	1
P49771	FLT3LG	2
P49773	HINT1	1
P49788	RARRES1	1
P49789	FHIT	6
P49790	NUP153	3
P49792	RANBP2	7
P49796	RGS3	4
P49798	RGS4	1
P49802	RGS7	2
P49810	PSEN2	8
P49815	TSC2	8
P49821	NDUFV1	3
P49840	GSK3A	8
P49841	GSK3B	29
P49842	STK19	2
P49888	SULT1E1	3
P49901	SMCP	2
P49902	NT5C2	1
P49903	SEPHS1	4
P49910	ZNF165	1
P49914	MTHFS	1
P49916	LIG3	3
P49917	LIG4	8
P49918	CDKN1C	4
P49959	MRE11	4
P49961	ENTPD1	1
P50052	AGTR2	2
P50053	KHK	6
P50148	GNAQ	4
P50150	GNG4	1
P50151	GNG10	3
P50213	IDH3A	2
P50221	MEOX1	3
P50222	MEOX2	3
P50225	SULT1A1	1
P50226	SULT1A2	1
P50238	CRIP1	2
P50281	MMP14	11
P50336	PPOX	1
P50395	GDI2	3
P50402	EMD	13
P50406	HTR6	4
P50416	CPT1A	1
P50440	GATM	1
P50452	SERPINB8	1
P50453	SERPINB9	3
P50454	SERPINH1	3
P50458	LHX2	2
P50461	CSRP3	2
P50502	ST13	3
P50539	MXI1	3
P50542	PEX5	3
P50548	ERF	1
P50549	ETV1	3
P50552	VASP	10
P50553	ASCL1	1
P50570	DNM2	13
P50583	NUDT2	2
P50591	TNFSF10	12
P50613	CDK7	6
P50616	TOB1	5
P50747	HLCS	2
P50748	KNTC1	1
P50749	RASSF2	7
P50750	CDK9	20
P50851	LRBA	1
P50876	RNF144A	1
P50895	BCAM	4
P50897	PPT1	1
P50914	RPL14	1
P50990	CCT8	1
P50995	ANXA11	3
P51003	PAPOLA	3
P51114	FXR1	4
P51116	FXR2	9
P51148	RAB5C	6
P51149	RAB7A	6
P51151	RAB9A	6
P51153	RAB13	1
P51157	RAB28	2
P51159	RAB27A	5
P51164	ATP4B	2
P51168	SCNN1B	1
P51172	SCNN1D	3
P51178	PLCD1	2
P51397	DAP	1
P51398	DAP3	2
P51449	RORC	2
P51451	BLK	9
P51452	DUSP3	1
P51460	INSL3	1
P51504	ZNF80	1
P51513	NOVA1	4
P51530	DNA2	2
P51531	SMARCA2	7
P51532	SMARCA4	16
P51553	IDH3G	1
P51570	GALK1	2
P51572	BCAP31	6
P51575	P2RX1	1
P51582	P2RY4	1
P51587	BRCA2	25
P51606	RENBP	1
P51608	MECP2	9
P51610	HCFC1	15
P51617	IRAK1	8
P51636	CAV2	2
P51648	ALDH3A2	1
P51649	ALDH5A1	1
P51654	GPC3	2
P51665	PSMD7	2
P51668	UBE2D1	7
P51671	CCL11	1
P51674	GPM6A	2
P51677	CCR3	1
P51679	CCR4	1
P51681	CCR5	9
P51684	CCR6	1
P51685	CCR8	1
P51686	CCR9	1
P51687	SUOX	3
P51690	ARSL	1
P51692	STAT5B	5
P51693	APLP1	4
P51784	USP11	6
P51787	KCNQ1	4
P51788	CLCN2	3
P51790	CLCN3	1
P51793	CLCN4	1
P51795	CLCN5	2
P51798	CLCN7	3
P51800	CLCNKA	1
P51805	PLXNA3	1
P51808	DYNLT3	2
P51809	VAMP7	4
P51810	GPR143	2
P51812	RPS6KA3	6
P51813	BMX	10
P51814	ZNF41	3
P51816	AFF2	1
P51817	PRKX	3
P51825	AFF1	2
P51843	NR0B1	4
P51854	TKTL1	1
P51857	AKR1D1	1
P51858	HDGF	2
P51878	CASP5	2
P51884	LUM	3
P51888	PRELP	1
P51911	CNN1	1
P51946	CCNH	7
P51948	MNAT1	5
P51955	NEK2	5
P51956	NEK3	2
P51957	NEK4	3
P51959	CCNG1	4
P51965	UBE2E1	4
P51970	NDUFA8	1
P52179	MYOM1	2
P52198	RND2	1
P52209	PGD	1
P52272	HNRNPM	3
P52292	KPNA2	15
P52294	KPNA1	7
P52298	NCBP2	8
P52306	RAP1GDS1	3
P52333	JAK3	8
P52429	DGKE	1
P52435	POLR2J	3
P52564	MAP2K6	3
P52565	ARHGDIA	6
P52594	AGFG1	3
P52597	HNRNPF	6
P52630	STAT2	7
P52655	GTF2A1	6
P52657	GTF2A2	4
P52701	MSH6	4
P52732	KIF11	1
P52735	VAV2	6
P52736	ZNF133	3
P52737	ZNF136	4
P52738	ZNF140	1
P52739	ZNF131	3
P52744	ZNF138	2
P52756	RBM5	5
P52757	CHN2	5
P52758	RIDA	3
P52788	SMS	1
P52789	HK2	2
P52790	HK3	2
P52797	EFNA3	2
P52798	EFNA4	1
P52799	EFNB2	2
P52803	EFNA5	4
P52815	MRPL12	3
P52823	STC1	1
P52824	DGKQ	1
P52888	THOP1	1
P52895	AKR1C2	1
P52926	HMGA2	3
P52943	CRIP2	1
P52948	NUP98	4
P52952	NKX2-5	5
P53004	BLVRA	4
P53041	PPP5C	9
P53350	PLK1	37
P53355	DAPK1	9
P53365	ARFIP2	6
P53367	ARFIP1	2
P53370	NUDT6	1
P53384	NUBP1	1
P53567	CEBPG	4
P53582	METAP1	1
P53597	SUCLG1	1
P53602	MVD	1
P53611	RABGGTB	1
P53618	COPB1	5
P53634	CTSC	1
P53667	LIMK1	10
P53671	LIMK2	4
P53672	CRYBA2	4
P53673	CRYBA4	5
P53674	CRYBB1	6
P53677	AP3M2	2
P53680	AP2S1	3
P53701	HCCS	3
P53778	MAPK12	4
P53779	MAPK10	8
P53801	PTTG1IP	2
P53804	TTC3	2
P53805	RCAN1	3
P53814	SMTN	1
P53816	PLAAT3	4
P53985	SLC16A1	1
P53990	IST1	6
P53992	SEC24C	1
P53999	SUB1	5
P54098	POLG	1
P54105	CLNS1A	2
P54108	CRISP3	1
P54132	BLM	15
P54136	RARS1	3
P54198	HIRA	2
P54219	SLC18A1	1
P54252	ATXN3	12
P54253	ATXN1	14
P54257	HAP1	3
P54259	ATN1	2
P54274	TERF1	16
P54277	PMS1	3
P54278	PMS2	8
P54284	CACNB3	3
P54296	MYOM2	1
P54315	PNLIPRP1	3
P54368	OAZ1	1
P54577	YARS1	2
P54578	USP14	3
P54619	PRKAG1	8
P54646	PRKAA2	10
P54652	HSPA2	5
P54687	BCAT1	1
P54709	ATP1B3	2
P54710	FXYD2	1
P54725	RAD23A	8
P54727	RAD23B	13
P54753	EPHB3	1
P54756	EPHA5	1
P54760	EPHB4	2
P54762	EPHB1	2
P54764	EPHA4	7
P54792	NA	2
P54829	PTPN5	2
P54845	NRL	1
P54849	EMP1	2
P54852	EMP3	3
P54886	ALDH18A1	2
P54920	NAPA	2
P54922	ADPRH	3
P55000	SLURP1	2
P55010	EIF5	2
P55011	SLC12A2	2
P55036	PSMD4	10
P55039	DRG2	3
P55040	GEM	8
P55042	RRAD	2
P55055	NR1H2	8
P55058	PLTP	2
P55060	CSE1L	2
P55061	TMBIM6	1
P55064	AQP5	3
P55072	VCP	14
P55075	FGF8	2
P55081	MFAP1	5
P55082	MFAP3	1
P55083	MFAP4	1
P55084	HADHB	1
P55085	F2RL1	9
P55087	AQP4	2
P55107	GDF10	1
P55145	MANF	2
P55157	MTTP	2
P55196	AFDN	6
P55197	MLLT10	3
P55198	MLLT6	2
P55199	ELL	1
P55201	BRPF1	2
P55209	NAP1L1	10
P55210	CASP7	5
P55211	CASP9	10
P55212	CASP6	5
P55265	ADAR	2
P55273	CDKN2D	4
P55286	CDH8	1
P55287	CDH11	1
P55290	CDH13	1
P55291	CDH15	2
P55316	FOXG1	3
P55317	FOXA1	4
P55318	FOXA3	3
