#occurrences,%occurrences,terminal
29,1.0,True
29,1.0,True
29,1.0,True
29,1.0,True
29,1.0,False
29,1.0,True
29,1.0,True
29,1.0,True
29,1.0,True
29,1.0,True
29,1.0,True
29,1.0,True
29,1.0,True
29,1.0,True
29,1.0,False
29,1.0,False
29,1.0,False
29,1.0,False
29,1.0,False
29,1.0,False
29,1.0,True
29,1.0,True
29,1.0,True
29,1.0,True
29,1.0,True
29,1.0,False
29,1.0,True
29,1.0,False
29,1.0,False
29,1.0,False
29,1.0,True
29,1.0,True
29,1.0,True
29,1.0,True
29,1.0,True
29,1.0,False
29,1.0,True
29,1.0,True
29,1.0,True
29,1.0,True
29,1.0,False
29,1.0,True
29,1.0,False
29,1.0,True
27,0.9310344827586207,False
25,0.8620689655172413,False
25,0.8620689655172413,False
25,0.8620689655172413,False
25,0.8620689655172413,False
25,0.8620689655172413,False
24,0.8275862068965517,False
21,0.7241379310344828,False
17,0.5862068965517241,False
17,0.5862068965517241,False
16,0.5517241379310345,False
15,0.5172413793103449,False
15,0.5172413793103449,False
15,0.5172413793103449,False
14,0.4827586206896552,False
14,0.4827586206896552,False
14,0.4827586206896552,False
13,0.4482758620689655,False
13,0.4482758620689655,False
13,0.4482758620689655,False
12,0.41379310344827586,False
11,0.3793103448275862,False
11,0.3793103448275862,False
11,0.3793103448275862,False
11,0.3793103448275862,False
11,0.3793103448275862,False
11,0.3793103448275862,False
11,0.3793103448275862,False
11,0.3793103448275862,False
10,0.3448275862068966,False
10,0.3448275862068966,False
9,0.3103448275862069,False
9,0.3103448275862069,False
9,0.3103448275862069,False
9,0.3103448275862069,False
9,0.3103448275862069,False
9,0.3103448275862069,False
9,0.3103448275862069,False
9,0.3103448275862069,False
9,0.3103448275862069,False
8,0.27586206896551724,False
8,0.27586206896551724,False
8,0.27586206896551724,False
8,0.27586206896551724,False
8,0.27586206896551724,False
8,0.27586206896551724,False
8,0.27586206896551724,False
7,0.2413793103448276,False
7,0.2413793103448276,False
7,0.2413793103448276,False
7,0.2413793103448276,False
7,0.2413793103448276,False
7,0.2413793103448276,False
7,0.2413793103448276,False
7,0.2413793103448276,False
7,0.2413793103448276,False
6,0.20689655172413793,False
6,0.20689655172413793,False
6,0.20689655172413793,False
6,0.20689655172413793,False
6,0.20689655172413793,False
6,0.20689655172413793,False
5,0.1724137931034483,False
5,0.1724137931034483,False
5,0.1724137931034483,False
5,0.1724137931034483,False
5,0.1724137931034483,False
5,0.1724137931034483,False
5,0.1724137931034483,False
5,0.1724137931034483,False
5,0.1724137931034483,False
5,0.1724137931034483,False
5,0.1724137931034483,False
5,0.1724137931034483,False
5,0.1724137931034483,False
4,0.13793103448275862,False
4,0.13793103448275862,False
4,0.13793103448275862,False
4,0.13793103448275862,False
4,0.13793103448275862,False
3,0.10344827586206896,False
3,0.10344827586206896,False
3,0.10344827586206896,False
3,0.10344827586206896,False
3,0.10344827586206896,False
3,0.10344827586206896,False
3,0.10344827586206896,False
3,0.10344827586206896,False
3,0.10344827586206896,False
3,0.10344827586206896,False
3,0.10344827586206896,False
3,0.10344827586206896,False
3,0.10344827586206896,False
3,0.10344827586206896,False
3,0.10344827586206896,False
3,0.10344827586206896,False
3,0.10344827586206896,False
3,0.10344827586206896,False
3,0.10344827586206896,False
3,0.10344827586206896,False
3,0.10344827586206896,False
3,0.10344827586206896,False
3,0.10344827586206896,False
3,0.10344827586206896,False
